Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,AVERGE VIEW
2234,1,ШКОЛА,100,592161,98370843,983708.43
2235,1,Little Movies - игры для…,564,605028,257790769,457075.83156028367
2237,1,Samsung Thailand,790,461754,522242168,661066.035443038
2238,1,DakPlay,685,1496489,754979965,1102160.5328467153
2239,1,EminemMusic,105,30470865,289161755,2753921.476190476
2240,1,相信音樂BinMusic,1171,2080147,2196944144,1876126.510674637
2241,1,WildBrain - Cartoons for Children,1547,844122,402350548,260084.38784744666
2242,1,EnzoKnol,3806,1988363,1748135261,459310.3681029953
2243,1,Sports5,13068,1055020,472120031,36127.94850015305
2244,1,Fortnite,137,3374658,373692097,2727679.5401459853
2245,1,CarlaMorrisonMusic,124,2063477,535737048,4320460.064516129
2246,1,OfficialSeamusica,9444,704253,566793507,60016.254447268104
2247,1,CentrumBrasil,46,22728,127761327,2777420.152173913
2248,1,TurmadoPagodeVEVO,99,1377325,994189182,10042314.969696969
2249,1,Gavin D,7,216977,71269705,10181386.42857143
2250,1,hmtv News,60814,665260,414068035,6808.761716052225
2251,1,WowShow,272,1616266,597766189,2197669.8125
2252,1,Yashi Music,561,989399,217558432,387804.6916221034
2253,1,Мульт,751,1216520,882879865,1175605.6790945407
2254,1,Wells Fargo,465,252827,308841634,664175.5569892473
2255,1,Little Lizard - Fortnite,102,1185106,145387219,1425364.8921568627
2257,1,Hip Hop/R&B Lyrics,1238,706774,455244290,367725.5977382876
2258,1,"SaraBeautyCorner - DIY, Comedy,…",104,9134828,1562751756,15026459.192307692
2259,1,Boishakhi TV,7304,1056466,303014861,41486.15292990142
2260,1,T-Series Telugu,3036,1843358,1071356232,352884.1343873518
2261,1,QueQuality,660,1428406,1034325541,1567159.9106060606
2262,1,عائلة عمر,188,646575,442627256,2354400.2978723403
2263,1,MCV TV,8295,952829,808718391,97494.68245931284
2265,1,GeorgeEzraVEVO,51,633044,454640511,8914519.823529411
2266,1,TV宝宝,2,121251,24784400,12392200.0
2267,1,CBS News,64200,913362,762966229,11884.209174454829
2268,1,The Try Guys,27,3574514,109434537,4053131.0
2269,1,플레이리스트,184,1498139,231538330,1258360.4891304348
2271,1,Color For Baby,218,3032226,773085720,3546264.770642202
2272,1,TVBUSAofficial,13014,312970,431831160,33182.04702627939
2273,1,HZHtube Kids Fun,263,4743049,926789097,3523912.91634981
2275,1,Lazada Indonesia,335,137153,174381275,520541.1194029851
2276,1,DemiLovatoVEVO,165,12156723,4193478206,25415019.43030303
2277,1,Maha Cartoon Tv,394,749767,158951450,403430.076142132
2278,1,Mana Telugu,5190,1178821,346815194,66823.73680154142
2279,1,Cantece Gradinita .ro,113,1274742,1506035575,13327748.451327434
2280,1,Lion King,246,1093911,310404564,1261807.1707317072
2282,1,Cheeta Superfine Music,2060,1320569,563969155,273771.4344660194
2283,1,Gerencia360TV,788,1209800,575685381,730565.2043147208
2284,1,玩乐三分钟,808,433040,429919794,532078.9529702971
2285,1,Minh Pham,255,136640,89947468,352735.168627451
2286,1,TheKAIRI78,3102,2280345,717505576,231304.18310767246
2287,1,BehindwoodsTV,11897,1746913,614614583,51661.30814491048
2288,1,Christian Nodal - Topic,30,471,17868274,595609.1333333333
2289,1,Soothing Relaxation,310,1817965,467096419,1506762.6419354838
2290,1,"Free Music ""Nasr Mahrous""",685,1731335,684097169,998681.998540146
2292,1,Nicki Swift,917,1516778,922040851,1005497.1112322792
2293,1,Miranda Sings,766,9629493,1774335743,2316365.1997389034
2294,1,I'veGOT7,228,523349,248858675,1091485.4166666667
2296,1,LucianoPereyraVEVO,109,735525,573020693,5257070.577981652
2297,1,DIEN QUAN Comedy / Hài,2280,3154499,2362867834,1036345.5412280702
2299,1,GianlucaVacchiVEVO,2,204062,128950425,64475212.5
2300,1,KIDS Funny CartOOns,170,717374,223185766,1312857.4470588234
2301,1,KAYCEE & RACHEL in WONDERLAND…,52,624538,176899574,3401914.8846153845
2302,1,Play Doh Toys For Kids,180,2115013,661179935,3673221.861111111
2303,1,Cheb Bilal - الشاب بلال,320,1239704,333294998,1041546.86875
2304,1,Furious Jumper,2833,2103479,1062525032,375052.95870102366
2305,1,Hero Movies 2018,20,2260257,42876002,2143800.1
2306,1,VIRAL,590,4404823,1048127463,1776487.2254237288
2307,1,Masha and The Bear,307,3985143,2239261807,7294012.400651466
2308,1,MrRevillz,1992,2460109,1248391319,626702.46937751
2309,1,HappyKids TV,84,361481,82814643,985888.6071428572
2310,1,Dead Meat,210,1224645,236149263,1124520.3
2311,1,Top Talent,235,1185375,407413227,1733673.3063829788
2312,1,Phim Hay Điện Ảnh,1979,1163753,690162807,348743.2071753411
2313,1,Casi Bebes,105,1376853,452116425,4305870.714285715
2314,1,Truyền Hình Đồng Tháp,23680,322974,207663937,8769.591934121621
2315,1,КУКУТИКИ - Детские…,178,1381051,1343885767,7549920.039325843
2318,1,Juste pour rire les gags,1104,357619,201669027,182671.22010869565
2320,1,Live Bhakti Sangeet,1082,453354,76747088,70930.76524953789
2321,1,Madame Récré FR,1227,1531562,1604924117,1308006.6153219233
2322,1,Primitive Technology KH,72,172802,46748256,649281.3333333334
2325,1,BIC Group Official,431,12727,72234937,167598.46171693737
2326,1,SeikinTV,1559,3233617,2531207220,1623609.5060936497
2327,1,Bunlar KAÇMAZ!,480,774778,344889412,718519.6083333333
2328,1,NoMadU55555,338,402329,339007000,1002979.2899408285
2329,1,圈影圈外网中国电影,175,280801,96677230,552441.3142857143
2330,1,Prens Yankı,884,705226,413093510,467300.350678733
2331,1,优优独播剧场——YoYo…,9778,973532,798154888,81627.62200859071
2332,1,Vovô Raul Gil Oficial,2922,2105063,589040788,201588.22313483915
2333,1,DE JuN,681,1031095,445688688,654462.0969162995
2334,1,AnimxHD,157,203493,130292239,829886.8726114649
2335,1,The Crazy Haacks,496,2398247,824482281,1662262.6633064516
2336,1,marcanthonyVEVO,80,2644778,2468241402,30853017.525
2337,1,sanimusicindonesia,1387,1287215,718272351,517860.3828406633
2340,1,Largarife2,2363,372111,268792715,113750.61997460855
2341,1,ruda e,105,33800,17985431,171289.81904761904
2342,1,beegees,54,944661,921629675,17067216.203703705
2343,1,This Morning,8667,893291,785068489,90581.3417560863
2344,1,вДудь,64,3658816,354752300,5543004.6875
2345,1,Naz Status creations,419,100418,47481842,113321.81861575179
2346,1,Azteca Novelas,8553,2713479,1976672618,231108.68911493043
2347,1,RDC Rajasthani,13869,3216348,1155073793,83284.5766097051
2348,1,JessieJVEVO,75,6972498,3643059946,48574132.61333334
2351,1,INNA,734,4492374,2654341325,3616268.8351498637
2352,1,HiHo Kids,483,1611223,343519058,711219.5817805383
2354,1,Yuka Kinoshita木下ゆうか,1469,4713062,1609966933,1095961.1524846836
2355,1,BaBYBo,21,826784,181921912,8662948.19047619
2356,1,SevenPerfectAngels,1386,3212348,1366889479,986211.7453102453
2357,1,BBC Radio 1,3751,5153719,1865942249,497451.9458810984
2359,1,videogamedunkey,602,4960723,1751356117,2909229.430232558
2360,1,Brooklyn and Bailey,340,5554740,850274985,2500808.779411765
2361,1,KapitalMusicTv,87,2628932,1840878473,21159522.67816092
2362,1,FRAN,1946,1043243,370338467,190307.53699897224
2363,1,Awadhesh Premi Personal,88,379807,64232500,729914.7727272727
2364,1,DADJU,37,1687547,467273212,12629005.72972973
2365,1,CANRUSH,8,61700,18238735,2279841.875
2366,1,Süper Güçlü Arabalar,877,1140193,716250940,816705.7468643101
2367,1,xFaRgAnx YT,3748,2747227,662810944,176843.90181430097
2369,1,اغرب,788,3375109,506915474,643293.7487309645
2370,1,KaneBrownVEVO,39,731050,601956374,15434778.82051282
2371,1,Andrey Quoc,1289,38287,8387708,6507.143522110163
2372,1,Riki MUSIC,104,727449,176180708,1694045.2692307692
2373,1,¡Caja Mágica! Vídeos in Spanish,329,1031152,411467694,1250661.6838905774
2374,1,Migos ATL,68,6751009,1799399336,26461754.94117647
2375,1,Disney Junior España,1454,2441631,1829044618,1257939.902338377
2376,1,Music Al Haneen | ميوزك…,965,3407053,1259920481,1305617.0787564768
2378,1,MrDeepSense,462,970539,548031332,1186215.0043290043
2379,1,Talking Tom and Friends,255,8228103,2487310777,9754159.909803921
2380,1,Tim Milgram,242,2340495,530462795,2191995.020661157
2381,1,متع عقلك,1155,4998369,897660816,777195.5116883117
2382,1,TVision,1177,1350100,710399715,603568.1520815633
2383,1,Sidemen,59,3757189,277872732,4709707.322033898
2384,1,NFVEVO,57,1694551,756045807,13263961.52631579
2385,1,ToyChomper,306,510288,230953609,754750.3562091503
2386,1,Pupugames,1599,900633,415267166,259704.29393370857
2387,1,TrapMusicHDTV,857,5354895,1396420148,1629428.4107351226
2388,1,NachoVEVO,11,3660087,1452633458,132057587.0909091
2389,1,ELLO,8052,3171986,3522077192,437416.4421261798
2390,1,DJSnakeVEVO,24,6790683,2355508909,98146204.54166667
2391,1,Atbaki,3181,261395,38544858,12117.214083621502
2392,1,Kids Tv Português - Canções dos…,708,1801503,802628904,1133656.6440677966
2393,1,Amr Diab,98,2101023,291283763,2972283.2959183673
2394,1,СИНИЙ ТРАКТОР -…,66,1161269,852631830,12918664.090909092
2395,1,Tantric Journey,70,25591,19109227,272988.95714285714
2396,1,ぐっちの部屋(ミラクルぐっち)…,5098,1073226,1913175325,375279.5851314241
2397,1,loonatheworld,550,414293,116142323,211167.86
2398,1,4N1K İlk Aşk,224,410311,95390623,425850.99553571426
2399,1,الجانب المُشرق |…,845,1909809,175327178,207487.78461538462
2400,1,ChandSitaaray Sajid,1111,386420,85820244,77245.94419441944
2401,1,CRIME STORY,71,246848,71889088,1012522.3661971831
2402,1,Капуки Кануки,1041,1892917,3004056378,2885740.9971181555
2403,1,거의없다,96,164338,22570789,235112.38541666666
2405,1,ItsHARSH007 Gaming,1,23499,75,75.0
2406,1,SYMPA,992,1952314,318055764,320620.7298387097
2407,1,Karim Juega,404,202577,139732233,345871.86386138614
2409,1,FilmsActu,6868,2459628,1683209309,245079.98092603378
2410,1,Amazon India,738,768227,606639918,822005.3089430894
2411,1,COMEDY SONOTEK,780,1450109,455855878,584430.6128205128
2412,1,Deli Mi Ne?,125,1277957,118880839,951046.712
2414,1,Kids World Tv ✩,160,802459,262534769,1640842.30625
2416,1,Facts TV,783,1310250,266078299,339819.0280970626
2417,1,Astro Arena,5826,175195,87255335,14976.885513216615
2418,1,ماسبيرو دراما,6287,753385,582014487,92574.27819309686
2419,1,Max Eddykin,150,76565,51486662,343244.41333333333
2420,1,Backhoe Toy 빽호토이,172,409579,147011784,854719.6744186047
2421,1,CumbiaTube,1128,1327599,998873012,885525.719858156
2422,1,CinemaSins,660,8131674,2487308976,3768649.963636364
2423,1,Kapamilya Trending,781,535593,234506521,300264.4314980794
2424,1,Heroine Movies 2018,20,1478953,43406804,2170340.2
2425,1,KhangProFilm,284,1957170,743709946,2618696.9929577466
2426,1,NFL Throwback,104,27884,18844031,181192.60576923078
2427,1,GameSpot,32535,3525843,2000234504,61479.46838788997
2428,1,kurtlar vadisi pusu وادي…,388,422663,154687952,398680.2886597938
2429,1,Ruposhi Bangla Tv,1796,972984,241922757,134700.86692650334
2431,1,꼬꼬스토이 CoCosToy,777,394769,248518525,319843.66151866154
2432,1,Wayfer Records,126,883961,435480456,3456194.095238095
2433,1,Blanco y Negro Music,3325,1642846,1482897424,445984.18766917294
2434,1,Rüya'nın Çiftliği,432,649535,355053626,821883.3935185185
2435,1,News 24,38396,1559966,369062728,9612.009792686738
2436,1,寶寶巴士 - 兒歌童謠 -…,1711,648487,411042613,240235.30859146698
2437,1,Mettu Ka Pyaar,257,314095,240689379,936534.5486381323
2438,1,HollowPoiint,2782,2204795,488558005,175613.94859813084
2439,1,Eğlence Zamanı,780,969749,403838551,517741.7320512821
2440,1,super FUN kids,119,750705,218970574,1840088.857142857
2441,1,Enaldinho,361,7133138,762656006,2112620.515235457
2443,1,Jackson O'Doherty,64,1013505,232519091,3633110.796875
2444,1,TsMadaan,1401,5788897,570168157,406972.2748037116
2445,1,Lucas M&M XJ6,473,938803,67083324,141825.2093023256
2446,1,Ram Audio,2466,1109482,421976538,171117.81751824816
2447,1,AbbaVEVO,36,1021043,1352702226,37575061.833333336
2448,1,El Payaso Plim Plim,299,795765,470836949,1574705.5150501672
2449,1,Oddbods Brasil,118,1055997,421887922,3575321.372881356
2450,1,lalola,2041,431965,453406331,222149.10877021067
2451,1,LOLiTO FDEZ,778,4018682,387874319,498553.10925449873
2452,1,Tony TV,273,549863,142916622,523504.1098901099
2453,1,Claudi Top,236,591556,215841207,914581.3855932204
2454,1,Antonio Palmucci,82,1360453,864559462,10543408.07317073
2455,1,Xiaomi España,99,12049,48068091,485536.2727272727
2456,1,Cartoons Mee,951,602114,276028031,290250.29547844373
2457,1,미니특공대TV,220,408729,231709982,1053227.190909091
2458,1,J.i.M_M.i,248,296579,155597243,627408.2379032258
2459,1,COMO TREINAR,1992,1127043,588627903,295495.9352409639
2460,1,Хит ТВ,196,449469,222758042,1136520.6224489796
2461,1,Bedaya TV l قناة بداية…,46566,1394051,2304243251,49483.38382081347
2462,1,Little Princess Shinta,273,855876,407824674,1493863.2747252746
2463,1,iPantellas,301,3800241,1177221724,3911035.6279069767
2464,1,Colleen Ballinger,909,7073141,1222002200,1344336.8536853686
2465,1,AD-WISE MEDIA ACTION MOVIEPLEX,173,1624785,465374354,2690025.167630058
2466,1,Suresh Productions,3397,1073744,629743269,185382.18104209597
2467,1,lunacreciente,1478,3896149,1951728849,1320520.195534506
2468,1,КАЛЯКА-МАЛЯКА,405,1303173,882081282,2177978.474074074
2469,1,Drawblogs,202,6994479,677220640,3352577.425742574
2471,1,Polycrol Piramal,26,6427,44608358,1715706.076923077
2472,1,Dora poznaje swiat po polsku gry,20,241131,59519171,2975958.55
2473,1,台灣蘋果日報,51490,460369,884015918,17168.691357545154
2474,1,AfacanTV,214,2228374,1287724532,6017404.355140187
2475,1,Sanam,101,4585822,845367333,8369973.594059406
2476,1,Три Кота,252,978506,741476286,2942366.214285714
2477,1,Shoot for Love 슛포러브,332,722618,235586165,709596.8825301204
2478,1,東海オンエアの控え室,986,1742520,797654393,808980.1146044625
2479,1,Quality Production,78,140871,42986202,551105.1538461539
2480,1,PROMOCIONES RAMIREZ,544,257306,132491128,243549.86764705883
2481,1,Meleklerin Aşkı,177,280934,79204643,447483.8587570622
2482,1,Dil Raju,1351,1775888,990587910,733225.6920799408
2483,1,Fatos Alucinantes,9,139528,49602203,5511355.888888889
2484,1,Oishi Vietnam,32,11760,48988405,1530887.65625
2485,1,Prestige Clips,538,4211124,782006061,1453542.8643122676
2486,1,Hot Wheels,1647,1159193,860083329,522212.1001821494
2487,1,Ynot,56,18327,24730481,441615.73214285716
2488,1,WildFilmsIndia,81888,1122335,709923922,8669.45000488472
2489,1,Bhad Bhabie,75,5473320,640792274,8543896.986666666
2490,1,Thinknoodles,3558,3710498,1322881853,371804.9052838673
2491,1,Iliass TiiwTiiw,35,2584990,704235170,20121004.85714286
2492,1,ToyBox Tube,106,45371,24162152,227944.83018867925
2493,1,Niska Officiel,74,3227522,865829061,11700392.716216216
2494,1,Google Thailand,287,410252,398994174,1390223.6027874565
2495,1,Eskay Movies,651,1364627,579821560,890662.9185867895
2496,1,MBOofficial,718,1524368,590058505,821808.5027855153
2497,1,Корпорация Зла,425,1636637,512807325,1206605.4705882352
2498,1,Genius,1276,3297749,626616696,491078.91536050156
2499,1,Google India,273,1674277,1116012715,4087958.663003663
2500,1,Toy Factory,277,682644,389312359,1405459.7797833935
2501,1,Said BabyShow,20,850729,112698488,5634924.4
2502,1,AlvaroSolerVEVO,36,1774651,1050234847,29173190.194444444
2503,1,Football Santander,163,3411,17772160,109031.65644171779
2504,1,GloriaTreviVEVO,70,1166376,1130796654,16154237.914285714
2505,1,St3pNy,3909,3438920,1560896807,399308.4694295216
2506,1,Namiratek Fun,319,688334,279144668,875061.6551724138
2507,1,bindass,3397,2671489,859489926,253014.402708272
2508,1,TurboToyTime,194,687897,452314225,2331516.62371134
2509,1,さんこいち,327,962043,248510094,759969.7064220184
2510,1,Times Music,970,1956135,719224437,741468.4917525774
2511,1,JO Channel,227,338699,263050055,1158810.8149779735
2512,1,first click,1285,1234198,477632188,371698.2007782101
2513,1,Nepeta Страшилки,109,1435212,283321055,2599275.7339449544
2514,1,Tribo da Periferia,57,3242097,651594176,11431476.771929825
2515,1,Twin Toys,339,3044354,1155989364,3409998.1238938053
2516,1,NightcoreReality,304,3517889,2188209373,7198057.1480263155
2517,1,Keurig Inc,174,16734,100964164,580253.816091954
2518,1,LukeCombsVEVO,27,355193,385184221,14266082.25925926
2519,1,Haider Higer,922,718376,163706056,177555.37527114968
2520,1,PlayStation,9501,7421086,1900082551,199987.63824860542
2521,1,Carl & Jinger Family,589,2281725,700980271,1190119.3056027165
2522,1,Car Music,201,1165378,331515263,1649329.6666666667
2523,1,AttitudePOP,554,699230,340593577,614789.8501805054
2524,1,Legendary Power Rangers,3331,1111881,967535091,290463.8519963975
2525,1,HoomanTV,57,4645932,752223014,13196894.98245614
2526,1,Nisha Madhulika,1319,5284376,1055113962,799934.7702805155
2527,1,Toys Unlimited JR.,239,593945,283617047,1186682.2050209206
2528,1,たくっち,1273,896086,1410771888,1108226.1492537314
2529,1,Young Thug,143,3020821,1422574029,9948070.132867133
2530,1,Film4K - Phim Kiếm Hiệp,1483,417454,239755419,161669.19689817936
2531,1,Wrzzer,378,2836403,892255099,2360463.224867725
2532,1,Siêu Nhân Người Nhện,252,1244631,520023902,2063586.9126984128
2533,1,MariAndToys,565,1359290,564665738,999408.3858407079
2534,1,EvanescenceVEVO,50,3390184,1741103915,34822078.3
2535,1,Natalia Oreiro,2679,463537,627218840,234124.24038820455
2536,1,DubstepGutter,1026,3570557,972623928,947976.538011696
2537,1,ماشا و الدب,103,1167780,319263413,3099644.786407767
2538,1,TomoNews Indonesia,6014,1147706,944088350,156981.76754240107
2539,1,KhámPhá TV,242,377934,204396622,844614.1404958678
2540,1,Афоня TV,68,3030945,271839806,3997644.205882353
2541,1,Mr.Wheeler&Friends,398,819989,706696370,1775619.0201005025
2542,1,Natalies Outlet,267,6995220,1008463227,3777015.8314606743
2543,1,RaeSremmurdVEVO,50,5708564,2982265745,59645314.9
2544,1,La Bala,150,3849909,373728676,2491524.506666667
2545,1,3 Adım Müzik,1144,654270,544099971,475611.8627622378
2547,1,Minguado,921,4512030,1022249703,1109934.5309446254
2548,1,PanArmenian TV,6329,401418,767554206,121275.7475114552
2549,1,Funny Tube,34,128119,72790063,2140884.205882353
2550,1,Finger Family Songs,255,3425589,2524775184,9901079.152941177
2551,1,JoeyMontanaVEVO,20,2392322,1642039692,82101984.6
2552,1,INDO MUSIC PLATINUM,140,925932,226466497,1617617.8357142857
2553,1,CBS All Access,171,47669,62744993,366929.783625731
2554,1,BombaEstereoVEVO,49,533766,478250355,9760211.326530613
2555,1,Marunadan TV,5606,377764,153561923,27392.422939707456
2556,1,TheGamingBeaver,2174,2089792,1314546087,604667.0133394664
2557,1,ABCkidTV Misa,34,665314,149796926,4405791.94117647
2559,1,Sangeeta Music,2156,1368129,451805606,209557.33116883118
2561,1,Ludmilla,66,3959434,928094173,14062032.924242424
2562,1,Hane & Mari's World Japan Kids TV,803,627249,370454124,461337.6388542964
2563,1,SilbermondVEVO,31,29274,49682466,1602660.1935483871
2564,1,Comment Awards,263,747854,213721463,812629.1368821292
2566,1,Vision Time Tamil,6181,846898,482057974,77990.28862643585
2567,1,浙江卫视音乐频道 ZJSTV…,2689,777047,1033615783,384386.680178505
2568,1,I Can See Your Voice PH,867,498428,296096485,341518.4371395617
2569,1,Ei Nerd,1291,4990306,668339486,517691.3137103021
2570,1,歌手官方音乐频道 SINGER,3022,762502,885572764,293041.9470549305
2572,1,Gloom,506,1813224,284592198,562435.1739130435
2573,1,Calphalon,2,1280,19339793,9669896.5
2574,1,KINGOFDARKNESSCERBERUS АИД,404,1057668,251540695,622625.4826732674
2575,1,HGuitaraStudio - حيدر…,334,1417964,654684682,1960133.7784431137
2576,1,Cambodia Wildlife,79,290582,68824165,871191.9620253164
2577,1,ActorVarunPruthi,138,2587816,332479259,2409269.992753623
2580,1,SoyFredy,220,3213414,446468936,2029404.2545454546
2581,1,Disney Junior Brasil,1063,1532886,675832044,635778.0282220131
2582,1,TroyeSivanVEVO,64,2781631,603986750,9437292.96875
2583,1,Rajasthani Gorband Music,3788,1274324,504938340,133299.45617740232
2584,1,Deckdisc,6213,2292956,1710512922,275311.914051183
2585,1,EllieGouldingVEVO,97,8145497,4355601745,44903110.77319588
2586,1,蘋果動新聞 HK Apple Daily,87296,1192744,1954751427,22392.2221751283
2587,1,Mountain Apple Company Inc,245,595088,762590058,3112612.481632653
2588,1,2MTV,8926,2653093,1282331963,143662.55467174546
2589,1,Mazzika - مزيكا,2562,3220720,1522609687,594305.1081186573
2590,1,공대생 변승주,887,1700929,534792697,602922.9954904171
2591,1,Goldmines Premiere,21,3334658,41879154,1994245.4285714286
2592,1,JennaMarbles,416,18525371,2824854098,6790514.658653846
2593,1,Aventura,90,2000468,1888207077,20980078.633333333
2594,1,Toy Caboodle,601,601106,210416096,350109.97670549084
2595,1,Onyx Kids,67,511668,182784900,2728132.8358208956
2596,1,지니키즈 Genikids (인기…,1016,467977,417977130,411394.812992126
2597,1,えむれなチャンネル,239,1120124,316905147,1325962.9581589957
2598,1,St.319 Entertainment,148,897418,299643846,2024620.5810810812
2600,1,The Graham Norton Show,664,2027247,1078482372,1624220.439759036
2601,1,LHUGUENY,187,1979324,971489630,5195131.711229946
2602,1,Lagu Anak Indonesia Balita,163,936623,447926342,2748014.3680981593
2603,1,LDShadowLady,1053,4202667,1699832633,1614276.0047483381
2604,1,Claro Brasil,472,1223008,694411843,1471211.531779661
2605,1,Pixel Kinaragendis,409,391691,162681870,397755.18337408314
2606,1,AvrilLavigneVEVO,83,7262763,3448693882,41550528.69879518
2607,1,TheBrianMaps,333,7824681,1824583967,5479231.132132133
2608,1,Top 5s Finest,1033,2981658,885722386,857427.2855759923
2609,1,Action Movies Digiplex,66,1223880,295322282,4474580.03030303
2610,1,ToonToon Juegos,219,1793617,555488756,2536478.3378995433
2611,1,MD Saddaf,634,684866,355460418,560663.1198738171
2612,1,Rajshri Kids,628,1241321,478571271,762056.1640127389
2613,1,BibisBeautyPalace,664,5333644,2074988692,3124982.9698795183
2614,1,Primitive Survival Skills,41,755907,86410426,2107571.3658536584
2615,1,jaipurthepinkcity,1915,2235636,311951036,162898.7133159269
2616,1,BemLoko,124,571256,218917495,1765463.6693548388
2617,1,Rhymes for Super Kids,677,1766117,353731946,522499.18168389954
2618,1,AmyWinehouseVEVO,28,1484286,1122176667,40077738.10714286
2619,1,JSL Global Media,6597,2532602,1253577226,190022.3171138396
2621,1,MaitreGimsVEVO,85,4134570,2533614944,29807234.635294117
2622,1,ТВ Деткам,801,1378470,1861790005,2324332.0911360797
2623,1,瑪莎與熊 Masha and The Bear CH,175,771661,289541828,1654524.7314285715
2624,1,Didi & Friends - Lagu Kanak Kanak,311,1247825,1060552992,3410138.2379421224
2625,1,Dr. Sarita Basu,59,223588,21616196,366376.2033898305
2626,1,News7 Tamil,86158,1440648,530150556,6153.236565379883
2627,1,Sunday Production Official,589,675261,241022759,409206.72156196943
2628,1,Simply Nailogical,376,6082405,1027706062,2733260.8031914895
2629,1,Bajki dla dzieci,26,815968,242251466,9317364.076923076
2630,1,XXXTentacion - Topic,39,113578,255295357,6546034.794871795
2631,1,Philip DeFranco,2348,6293640,2441804884,1039950.9727427597
2633,1,The Voice Global,196,2709282,625181556,3189701.8163265307
2634,1,Show Fever综艺风向标,7886,394288,354075716,44899.27922901344
2635,1,Brat,227,2304873,407608508,1795632.193832599
2636,1,Nykk Deetronic,145,983707,891000939,6144834.062068965
2637,1,GrupoTelemicroHD,5424,745770,290857749,53624.21626106195
2638,1,Daniel Lopez,611,153257,162896539,266606.44680851063
2639,1,Zen - Kun,368,1095018,406762051,1105331.660326087
2640,1,DalasReview,764,8128044,1631818535,2135888.134816754
2641,1,Mileninha Stepanienco,629,2847043,352301567,560097.8807631161
2642,1,ChinoNachoVEVO,30,3419984,2761335456,92044515.2
2643,1,video whatsapptube,240,1282009,445889862,1857874.425
2644,1,fikrifadlu,82,303668,51807253,631795.768292683
2645,1,Hajime,25,585054,272898969,10915958.76
2646,1,Radhe Creation,58,1881497,287171421,4951231.3965517245
2647,1,TODAY,9833,908518,748167197,76087.37892809926
2648,1,TmarTn2,9112,3462611,1240578191,136147.73825724318
2649,1,Resolve Carpet Cleaner,16,3395,32807135,2050445.9375
2650,1,Kluna Tik,178,4096388,1675742843,9414285.63483146
2651,1,Sa1mon,60,224490,17466817,291113.61666666664
2652,1,4NonBlondesVEVO,4,597625,559884173,139971043.25
2653,1,제이제이 튜브 [JJ Tube],401,631831,444058873,1107378.735660848
2654,1,Lise LS_01,111,119272,172266742,1551952.6306306305
2655,1,Klamille Warrior,8,91732,69207181,8650897.625
2656,1,Frost Diamond,430,1706244,309258705,719206.2906976744
2657,1,MasDivertidoTV,589,613540,289511654,491530.8217317487
2658,1,Nanpa Basico Oficial,63,1043566,405639578,6438723.46031746
2659,1,Jon Vlogs,517,3697293,350134603,677242.9458413926
2660,1,LeoDanVEVO,18,90847,187402142,10411230.111111112
2661,1,Laura Rômulo,429,69621,16000996,37298.35897435898
2662,1,Show TV,7881,1843131,1584951345,201110.4358583936
2663,1,MsMojo,1816,1818275,664835401,366098.7890969163
2665,1,Hope For Paws - Official Rescue…,361,3147897,717338004,1987085.8836565097
2666,1,Даник Кек,559,783524,260315353,465680.4168157424
2667,1,BlackStarTV,202,3938269,950694569,4706408.757425742
2668,1,Imagen Noticias,57270,1445044,1107593939,19339.862737908155
2669,1,Teremok Baby,930,1283286,1210915528,1302059.7075268817
2670,1,TIME MACHINE,300,1302843,504483414,1681611.38
2671,1,Game công chúa,389,81689,29604235,76103.43187660669
2672,1,Warner Music Japan,1939,1808895,1622755846,836903.4791129448
2673,1,Freememeskids,28,465581,85280678,3045738.5
2674,1,JackJackPlays,490,1059810,672921624,1373309.4367346938
2675,1,Kontor.TV,1887,4853178,4578123044,2426138.3381028087
2676,1,ดีต่อใจ…,99,63848,19255045,194495.40404040404
2677,1,Dibujitos para niños,208,785365,207954560,999781.5384615385
2678,1,MR.B,356,2742241,523546651,1470636.6601123596
2679,1,Comedyplus With Neetuarya,35,328377,41319558,1180558.8
2680,1,KN Cheno,59,236014,80345667,1361790.9661016949
2681,1,Pabllo Vittar,52,4794644,792082916,15232363.76923077
2682,1,DozeCamp,720,621459,279773481,388574.2791666667
2683,1,brunokguimaraes,6,140009,66004790,11000798.333333334
2684,1,Lizzy Sharer,84,1330737,175765889,2092451.0595238095
2685,1,VinesFromDR,36,487779,76252348,2118120.777777778
2686,1,madonna,278,2205333,911602658,3279146.2517985613
2688,1,Vosso Canal,926,3112638,425680321,459697.97084233264
2689,1,Weyyak. com,2266,572506,270741926,119480.10856134158
2690,1,IMediaMovies - أى ميديا…,1544,397141,251853154,163117.32772020725
2691,1,Узнавайка,915,966795,1045012657,1142090.3355191257
2692,1,melo92i,111,538859,402796474,3628797.063063063
2693,1,Barvina,273,2420738,374238915,1370838.5164835164
2694,1,LanaDelReyVEVO,39,6065074,2371140610,60798477.179487176
2695,1,OTV,37314,818809,295161533,7910.208849225492
2696,1,The Inner Studio,679,2408491,673204380,991464.4771723122
2697,1,قناة شعبيات / Sha3beyat…,4751,2019713,756026884,159130.05346242897
2698,1,Annoying Orange Gaming,1791,1848078,1232414730,688115.4271356784
2699,1,Loli Moreno Gomez,1906,26148,22949684,12040.75760755509
2700,1,Pagla BaBa,27,519478,124226304,4600974.222222222
